transaction_id,transaction_timestamp,amount,customer_id,card_id,device_id,merchant_id,ip_address,product_code,card_network,card_type,email_domain,address_id,country,fraud_label
TX_0000001,2026-01-01T00:00:46.361026+00:00,47.01,C_7067,CARD_7067_A,DEV_7067_A,M_0935,192.168.38.68,H,american express,debit,gmail.com,ZIP_10467,US,0
TX_0000002,2026-01-01T00:01:49.807256+00:00,85.34,C_0930,CARD_0930_A,DEV_0930_A,M_0155,192.168.13.181,S,visa,debit,icloud.com,ZIP_10330,US,0
TX_0000003,2026-01-01T00:01:57.164711+00:00,115.03,C_1147,CARD_1147_A,DEV_1147_A,M_0846,192.168.14.148,C,discover,debit,aol.com,ZIP_10547,US,0
TX_0000004,2026-01-01T00:03:22.707709+00:00,66.15,C_4700,CARD_4700_A,DEV_4700_A,M_0606,192.168.28.201,S,visa,debit,outlook.com,ZIP_10500,US,0
TX_0000005,2026-01-01T00:04:41.828563+00:00,44.96,C_7965,CARD_7965_A,DEV_7965_A,M_1112,192.168.41.216,C,visa,credit,hotmail.com,ZIP_10165,US,0
TX_0000006,2026-01-01T00:05:04.800825+00:00,44.69,C_1825,CARD_1825_A,DEV_1825_A,M_0596,192.168.17.76,H,visa,credit,yahoo.com,ZIP_10025,US,0
TX_0000007,2026-01-01T00:06:03.119276+00:00,45.76,C_5332,CARD_5332_A,DEV_5332_A,M_1150,192.168.31.83,S,discover,debit,outlook.com,ZIP_10532,US,0
TX_0000008,2026-01-01T00:06:25.318104+00:00,60.12,C_1969,CARD_1969_A,DEV_1969_A,M_0658,192.168.17.220,S,visa,debit,yahoo.com,ZIP_10169,US,0
TX_0000009,2026-01-01T00:06:50.037161+00:00,69.65,C_0159,CARD_0159_A,DEV_0159_A,M_0525,192.168.10.160,R,mastercard,credit,yahoo.com,ZIP_10159,US,0
TX_0000010,2026-01-01T00:07:40.639947+00:00,49.97,C_2691,CARD_2691_A,DEV_2691_A,M_0391,192.168.20.192,W,mastercard,credit,icloud.com,ZIP_10291,US,0
TX_0000011,2026-01-01T00:07:41.426309+00:00,62.26,C_3693,CARD_3693_A,DEV_3693_A,M_0984,172.20.1.11,W,discover,credit,gmail.com,ZIP_10093,US,0
TX_0000012,2026-01-01T00:10:24.294799+00:00,23.69,C_1597,CARD_1597_A,DEV_1597_A,M_0290,192.168.16.98,S,american express,debit,yahoo.com,ZIP_10397,US,0
TX_0000013,2026-01-01T00:10:42.794481+00:00,36.27,C_0373,CARD_0373_A,DEV_0373_A,M_1051,192.168.11.124,R,mastercard,debit,gmail.com,ZIP_10373,US,0
TX_0000014,2026-01-01T00:11:01.403523+00:00,31.75,C_1083,CARD_1083_A,DEV_1083_A,M_1063,192.168.14.84,R,mastercard,debit,aol.com,ZIP_10483,US,0
TX_0000015,2026-01-01T00:11:15.618474+00:00,39.32,C_0575,CARD_0575_A,DEV_0575_B,M_0211,172.20.1.139,W,american express,debit,outlook.com,ZIP_10575,US,0
TX_0000016,2026-01-01T00:14:17.645648+00:00,114.55,C_1997,CARD_1997_A,DEV_1997_A,M_0547,192.168.17.248,H,discover,debit,yahoo.com,ZIP_10197,US,0
TX_0000017,2026-01-01T00:14:17.742930+00:00,47.36,C_5413,CARD_5413_A,DEV_5413_A,M_1008,192.168.31.164,R,visa,debit,gmail.com,ZIP_10013,GB,0
TX_0000018,2026-01-01T00:15:08.583960+00:00,84.08,C_0915,CARD_0915_A,DEV_0915_A,M_0476,192.168.13.166,S,mastercard,debit,icloud.com,ZIP_10315,US,0
TX_0000019,2026-01-01T00:15:47.422182+00:00,105.84,C_7621,CARD_7621_A,DEV_7621_A,M_0706,192.168.40.122,C,mastercard,debit,gmail.com,ZIP_10421,US,0
TX_0000020,2026-01-01T00:17:11.469672+00:00,56.77,C_4307,CARD_4307_A,DEV_4307_A,M_0461,192.168.27.58,W,american express,debit,icloud.com,ZIP_10107,CA,0
TX_0000021,2026-01-01T00:17:14.134868+00:00,52.54,C_2208,CARD_2208_A,DEV_2208_A,M_0375,192.168.18.209,H,discover,credit,icloud.com,ZIP_10408,US,0
TX_0000022,2026-01-01T00:18:07.387081+00:00,17.6,C_1532,CARD_1532_A,DEV_1532_A,M_0882,192.168.16.33,R,mastercard,debit,yahoo.com,ZIP_10332,US,0
TX_0000023,2026-01-01T00:18:11.641181+00:00,104.15,C_2661,CARD_2661_A,DEV_2661_B,M_1168,192.168.20.162,C,visa,debit,aol.com,ZIP_10261,US,0
TX_0000024,2026-01-01T00:18:43.505665+00:00,123.72,C_5552,CARD_5552_B,DEV_5552_A,M_1091,192.168.32.53,H,mastercard,debit,outlook.com,ZIP_10152,US,0
TX_0000025,2026-01-01T00:19:06.627785+00:00,41.19,C_0290,CARD_0290_A,DEV_0290_A,M_0743,192.168.11.41,S,mastercard,debit,aol.com,ZIP_10290,US,0
TX_0000026,2026-01-01T00:19:08.771155+00:00,94.9,C_7121,CARD_7121_A,DEV_7121_A,M_1149,192.168.38.122,H,american express,credit,aol.com,ZIP_10521,US,0
TX_0000027,2026-01-01T00:19:18.374105+00:00,97.92,C_3360,CARD_3360_A,DEV_3360_A,M_1122,192.168.23.111,C,mastercard,credit,yahoo.com,ZIP_10360,US,0
TX_0000028,2026-01-01T00:19:22.511319+00:00,37.19,C_0531,CARD_0531_A,DEV_0531_A,M_0164,192.168.12.32,C,discover,credit,hotmail.com,ZIP_10531,US,0
TX_0000029,2026-01-01T00:19:27.023862+00:00,88.13,C_4302,CARD_4302_A,DEV_4302_A,M_0911,192.168.27.53,H,visa,debit,hotmail.com,ZIP_10102,GB,0
TX_0000030,2026-01-01T00:19:39.563026+00:00,75.03,C_3485,CARD_3485_A,DEV_3485_A,M_1108,192.168.23.236,C,discover,debit,hotmail.com,ZIP_10485,US,0
TX_0000031,2026-01-01T00:20:50.296348+00:00,113.54,C_4266,CARD_4266_A,DEV_4266_A,M_1187,192.168.27.17,H,american express,debit,hotmail.com,ZIP_10066,US,0
TX_0000032,2026-01-01T00:20:56.523819+00:00,64.36,C_1316,CARD_1316_A,DEV_1316_A,M_1199,192.168.15.67,W,american express,debit,icloud.com,ZIP_10116,US,0
TX_0000033,2026-01-01T00:21:29.137065+00:00,115.77,C_5019,CARD_5019_A,DEV_5019_A,M_1020,192.168.30.20,C,mastercard,debit,yahoo.com,ZIP_10219,US,0
TX_0000034,2026-01-01T00:23:03.722009+00:00,119.24,C_6157,CARD_6157_A,DEV_6157_A,M_0282,192.168.34.158,S,visa,debit,hotmail.com,ZIP_10157,US,0
TX_0000035,2026-01-01T00:23:28.383381+00:00,80.13,C_4270,CARD_4270_A,DEV_4270_A,M_0563,192.168.27.21,S,visa,debit,aol.com,ZIP_10070,GB,0
TX_0000036,2026-01-01T00:25:20.640059+00:00,95.64,C_5497,CARD_5497_A,DEV_5497_A,M_0785,192.168.31.248,C,american express,debit,yahoo.com,ZIP_10097,US,0
TX_0000037,2026-01-01T00:26:21.761459+00:00,3.5,C_2508,CARD_2508_A,DEV_2508_A,M_0285,192.168.20.9,C,mastercard,debit,gmail.com,ZIP_10108,US,0
TX_0000038,2026-01-01T00:27:02.473991+00:00,49.78,C_4026,CARD_4026_B,DEV_4026_A,M_0487,192.168.26.27,C,visa,credit,gmail.com,ZIP_10426,US,0
TX_0000039,2026-01-01T00:28:55.535541+00:00,95.19,C_5192,CARD_5192_A,DEV_5192_A,M_0707,192.168.30.193,H,visa,debit,yahoo.com,ZIP_10392,US,0
TX_0000040,2026-01-01T00:29:14.310968+00:00,60.36,C_6410,CARD_6410_A,DEV_6410_A,M_0357,192.168.35.161,S,visa,credit,gmail.com,ZIP_10410,US,0
TX_0000041,2026-01-01T00:30:26.912987+00:00,79.33,C_7565,CARD_7565_A,DEV_7565_A,M_0380,192.168.40.66,H,mastercard,credit,yahoo.com,ZIP_10365,US,0
TX_0000042,2026-01-01T00:30:32.538388+00:00,59.44,C_4890,CARD_4890_A,DEV_4890_A,M_0056,192.168.29.141,W,american express,credit,outlook.com,ZIP_10090,CA,0
