transaction_id,fraud_label,amount,product_code_freq,card_network_freq,card_type_freq,email_domain_freq,missing_fields_count,hour,weekday_index,is_weekend,is_night,day_of_year,time_since_midnight_sec,amount_log,amount_cents,is_round_amount,is_zero_cents,customer_tx_count_5m,customer_tx_count_1h,customer_tx_count_24h,customer_amount_mean,customer_amount_std,customer_amount_zscore,customer_amount_ratio,customer_is_new,customer_unique_merchants_24h,customer_unique_devices_24h,card_tx_count_5m,card_tx_count_1h,card_tx_count_24h,card_amount_mean,card_amount_std,card_amount_ratio,card_is_new,device_tx_count_5m,device_tx_count_1h,device_tx_count_24h,device_unique_customers_24h,device_unique_cards_24h,device_is_new,merchant_tx_count_1h,merchant_tx_count_24h,merchant_amount_mean,merchant_amount_std,customer_merchant_tx_count,customer_merchant_is_new,ip_tx_count_5m,ip_tx_count_1h,ip_tx_count_24h,ip_unique_customers_24h,ip_unique_cards_24h,ip_unique_devices_24h,ip_is_new,customer_device_seen_before,customer_card_seen_before,customer_merchant_seen_before,customer_ip_seen_before,card_device_seen_before,card_ip_seen_before,rapid_transaction_flag,transactions_last_15m,amount_sum_last_1h,amount_sum_last_24h
TX_0080001,0,88.26,0.7432,0.0115,0.7425,0.0105,1.0,2.0,4.0,0.0,1.0,37.0,7970.0,4.491553459201124,0.26,0.0,0.0,0.0,0.0,0.0,69.41909090909091,25.145537632150905,0.7492741604410019,1.2714079964184863,0.0,0.0,0.0,0.0,0.0,0.0,62.32142857142857,26.378304087461956,1.4162060764826927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.95113636363635,614.3844118199493,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
TX_0080002,0,93.08,0.0558,0.3205,0.7425,0.016,0.0,2.0,4.0,0.0,1.0,37.0,8023.0,4.544145484150317,0.08,0.0,0.0,0.0,0.0,0.0,117.54875,170.54533637991247,-0.14347357180589732,0.7918416153432839,0.0,0.0,0.0,0.0,0.0,0.0,117.54875,170.54533637991247,0.7918416153432839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,454.0405263157895,700.4673863456695,0.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX_0080003,0,71.78,0.0648,0.0115,0.7425,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8068.0,4.287441192184014,0.78,0.0,0.0,0.0,0.0,1.0,529.6099999999999,984.3729934641333,-0.46509808618159804,0.13553369204634183,0.0,1.0,1.0,0.0,0.0,1.0,529.6099999999999,984.3729934641333,0.13553369204634183,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,403.8982089552239,806.843136347716,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,79.29
TX_0080004,0,100.41,0.0558,0.3205,0.7425,0.0475,0.0,2.0,4.0,0.0,1.0,37.0,8076.0,4.619171705623905,0.41,0.0,0.0,0.0,0.0,0.0,246.4690909090909,387.6046690650046,-0.3768248909208745,0.40739386653191795,0.0,0.0,0.0,0.0,0.0,0.0,246.4690909090909,387.6046690650046,0.40739386653191795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,289.5614754098361,553.7512478876843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080005,0,143.14,0.0197,0.3205,0.7425,0.0105,0.0,2.0,4.0,0.0,1.0,37.0,8102.0,4.970785049496295,0.14,0.0,0.0,0.0,0.0,0.0,158.6475,85.12451841518204,-0.18217428382527456,0.9022517907781847,0.0,0.0,0.0,0.0,0.0,0.0,158.6475,85.12451841518204,0.9022517907781847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,393.5852727272727,691.977412547429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080006,0,43.31,0.1165,0.3205,0.7425,0.0475,0.0,2.0,4.0,0.0,1.0,37.0,8118.0,3.7912103852113983,0.31,0.0,0.0,0.0,0.0,1.0,52.691818181818185,30.11764382254176,-0.3115056118613163,0.8219490857397225,0.0,1.0,1.0,0.0,0.0,1.0,52.691818181818185,30.11764382254176,0.8219490857397225,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,225.96176470588236,531.3541336305738,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,69.56
TX_0080007,0,81.24,0.0558,0.3205,0.7425,0.016,0.0,2.0,4.0,0.0,1.0,37.0,8127.0,4.409641801706855,0.24,0.0,0.0,0.0,0.0,0.0,412.361,296.2396785189317,-1.1177469219450624,0.19701183678835205,0.0,0.0,0.0,0.0,0.0,0.0,412.361,296.2396785189317,0.19701183678835205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,365.30969230769233,671.473573391375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX_0080008,0,174.05,0.1165,0.6512,0.7425,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8139.0,5.165071647400675,0.05,0.0,0.0,0.0,0.0,0.0,136.77222222222224,83.3282699498766,0.4473604615407998,1.2725536256307515,0.0,0.0,0.0,0.0,0.0,0.0,111.455,43.503173734797784,1.5616166559044766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.09814814814814,571.5831732292273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080009,0,83.28,0.7432,0.3205,0.7425,0.016,0.0,2.0,4.0,0.0,1.0,37.0,8191.0,4.434144588935989,0.28,0.0,0.0,0.0,1.0,1.0,527.3676923076923,971.970207949209,-0.45689434110922367,0.15791638288726742,0.0,1.0,1.0,0.0,1.0,1.0,527.3676923076923,971.970207949209,0.15791638288726742,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,258.4454117647059,450.77001683407826,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,27.54,27.54
TX_0080010,0,46.27,0.1165,0.0168,0.7425,0.016,0.0,2.0,4.0,0.0,1.0,37.0,8372.0,3.855875844805145,0.27,0.0,0.0,0.0,0.0,1.0,160.68833333333333,247.87343480202867,-0.4615998031766446,0.28794870268851486,0.0,1.0,1.0,0.0,0.0,1.0,160.68833333333333,247.87343480202867,0.28794870268851486,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,352.55611111111114,675.1461117758049,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.64
TX_0080011,1,2143.2,0.7432,0.6512,0.2575,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8385.0,7.670521801422139,0.2,0.0,0.0,0.0,0.0,1.0,517.4121428571428,517.0785139357267,3.144179813867001,4.142152417884425,0.0,1.0,1.0,0.0,0.0,1.0,517.4121428571428,517.0785139357267,4.142152417884425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,264.618,635.6425692580093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.98
TX_0080012,0,3112.04,0.1165,0.0168,0.2575,0.0765,0.0,2.0,4.0,0.0,1.0,37.0,8425.0,8.043355019700527,0.04,0.0,0.0,0.0,0.0,1.0,199.51272727272726,227.26765102330972,12.81540567458275,15.598202112509464,0.0,1.0,1.0,0.0,0.0,1.0,199.51272727272726,227.26765102330972,15.598202112509464,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,322.2924242424242,576.9827599390213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.58
TX_0080013,1,810.42,0.7432,0.6512,0.2575,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8483.0,6.698785799223809,0.42,0.0,0.0,1.0,1.0,2.0,625.798,643.4364200675411,0.28693122019936035,1.295018499659339,0.0,2.0,2.0,1.0,1.0,2.0,625.798,643.4364200675411,1.295018499659339,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,293.0813636363636,671.2527354334792,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2143.2,2241.18
TX_0080014,1,1974.78,0.7432,0.6512,0.2575,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8485.0,7.588718536077108,0.78,0.0,0.0,2.0,2.0,3.0,637.336875,624.6054430970678,2.1412607244595296,3.0984869171662646,0.0,2.0,2.0,2.0,2.0,3.0,637.336875,624.6054430970678,3.0984869171662646,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,300.80283582089555,669.1712422490615,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2953.62,3051.6
TX_0080015,0,14.47,0.0648,0.0115,0.7425,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8545.0,2.738902664584975,0.47,0.0,0.0,0.0,0.0,0.0,410.9007142857143,560.7024741399244,-0.7070250721178973,0.03521531879787703,0.0,0.0,0.0,0.0,0.0,0.0,410.9007142857143,560.7024741399244,0.03521531879787703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,302.28052631578953,493.6311583238482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080016,0,732.46,0.1165,0.0115,0.7425,0.0765,0.0,2.0,4.0,0.0,1.0,37.0,8620.0,6.597773063035387,0.46,0.0,0.0,0.0,0.0,0.0,123.5442857142857,48.43557661092364,12.571659742186048,5.928723748556721,0.0,0.0,0.0,0.0,0.0,0.0,123.5442857142857,48.43557661092364,5.928723748556721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.2654,471.3163244922034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080017,0,79.69,0.0558,0.0168,0.7425,0.385,0.0,2.0,4.0,0.0,1.0,37.0,8627.0,4.390614651860415,0.69,0.0,0.0,0.0,0.0,0.0,520.138,653.319005562622,-0.6741698764434358,0.15320933765252034,0.0,0.0,0.0,0.0,0.0,0.0,520.138,653.319005562622,0.15320933765252034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,449.35272727272724,697.1029745666739,0.0,1.0,0.0,1.0,6.0,6.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX_0080018,0,92.18,0.0197,0.3205,0.7425,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8641.0,4.5345331063886505,0.18,0.0,0.0,0.0,0.0,0.0,249.51333333333338,432.13638726679807,-0.3640825774649962,0.369439160120802,0.0,0.0,0.0,0.0,0.0,0.0,249.51333333333338,432.13638726679807,0.369439160120802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,262.24,513.2310101813457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080019,0,49.03,0.1165,0.6512,0.7425,0.385,0.0,2.0,4.0,0.0,1.0,37.0,8654.0,3.912622825500114,0.03,0.0,0.0,0.0,0.0,1.0,223.55727272727273,254.62362080997156,-0.6854323464483325,0.21931739105906845,0.0,1.0,1.0,0.0,0.0,1.0,223.55727272727273,254.62362080997156,0.21931739105906845,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,212.59616666666668,337.846020222683,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,39.47
TX_0080020,0,185.87,0.0558,0.6512,0.2575,0.0475,0.0,2.0,4.0,0.0,1.0,37.0,8663.0,5.230413187934164,0.87,0.0,0.0,0.0,0.0,1.0,254.89714285714285,188.54722987049354,-0.3660999911987848,0.7291960616922656,0.0,1.0,1.0,0.0,0.0,1.0,281.1458333333333,191.44537099210717,0.6611159453623081,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,299.86109090909093,582.6715267538984,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,104.01
TX_0080021,0,709.32,0.0558,0.0168,0.2575,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8695.0,6.565715572724072,0.32,0.0,0.0,0.0,0.0,1.0,126.05818181818182,75.54889624585486,7.720321142489339,5.626925071423183,0.0,1.0,1.0,0.0,0.0,1.0,118.74777777777778,81.37008401642157,5.973332331271781,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,349.03849315068493,631.0298196971712,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,340.92
TX_0080022,0,27.97,0.0648,0.0115,0.2575,0.0105,0.0,2.0,4.0,0.0,1.0,37.0,8700.0,3.366260811781259,0.97,0.0,0.0,0.0,0.0,1.0,118.96545454545453,248.4303795053194,-0.36628149529792586,0.23511024906991534,0.0,1.0,1.0,0.0,0.0,1.0,118.96545454545453,248.4303795053194,0.23511024906991534,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,370.87150684931504,733.9668547192689,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.71
TX_0080023,0,67.98,0.1165,0.0115,0.7425,0.0475,0.0,2.0,4.0,0.0,1.0,37.0,8729.0,4.233816607508695,0.98,0.0,0.0,0.0,0.0,1.0,131.38833333333332,190.7813528114201,-0.332361255831944,0.5173974971853795,0.0,1.0,1.0,0.0,0.0,1.0,131.38833333333332,190.7813528114201,0.5173974971853795,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,226.03946666666664,481.0434503476606,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,57.06
