transaction_id,fraud_label,amount,product_code_freq,card_network_freq,card_type_freq,email_domain_freq,missing_fields_count,hour,weekday_index,is_weekend,is_night,day_of_year,time_since_midnight_sec,amount_log,amount_cents,is_round_amount,is_zero_cents,customer_tx_count_5m,customer_tx_count_1h,customer_tx_count_24h,customer_amount_mean,customer_amount_std,customer_amount_zscore,customer_amount_ratio,customer_is_new,customer_unique_merchants_24h,customer_unique_devices_24h,card_tx_count_5m,card_tx_count_1h,card_tx_count_24h,card_amount_mean,card_amount_std,card_amount_ratio,card_is_new,device_tx_count_5m,device_tx_count_1h,device_tx_count_24h,device_unique_customers_24h,device_unique_cards_24h,device_is_new,merchant_tx_count_1h,merchant_tx_count_24h,merchant_amount_mean,merchant_amount_std,customer_merchant_tx_count,customer_merchant_is_new,ip_tx_count_5m,ip_tx_count_1h,ip_tx_count_24h,ip_unique_customers_24h,ip_unique_cards_24h,ip_unique_devices_24h,ip_is_new,customer_device_seen_before,customer_card_seen_before,customer_merchant_seen_before,customer_ip_seen_before,card_device_seen_before,card_ip_seen_before,rapid_transaction_flag,transactions_last_15m,amount_sum_last_1h,amount_sum_last_24h
TX_0080001,0,23.14,0.1165,0.0115,0.7425,0.0765,0.0,2.0,4.0,0.0,1.0,37.0,8344.0,3.1838702156693857,0.14,0.0,0.0,0.0,0.0,0.0,213.08615384615385,218.85791957827382,-0.8678970609480257,0.1085945684240055,0.0,0.0,0.0,0.0,0.0,0.0,213.08615384615385,218.85791957827382,0.1085945684240055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,245.75098360655736,672.9702732058116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080002,0,32.47,0.0197,0.0115,0.7425,0.016,1.0,2.0,4.0,0.0,1.0,37.0,8346.0,3.510649515223235,0.47,0.0,0.0,0.0,0.0,0.0,483.74399999999997,826.4483822542499,-0.5460401450707516,0.06712227816526349,0.0,0.0,0.0,0.0,0.0,0.0,516.7835714285715,845.8307471323018,0.06283094348748756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159.25428571428571,535.86528871822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
TX_0080003,0,13.95,0.0558,0.3205,0.7425,0.0475,0.0,2.0,4.0,0.0,1.0,37.0,8350.0,2.7047112998366956,0.95,0.0,0.0,0.0,0.0,0.0,809.8984615384616,985.5845413048906,-0.8075902371690431,0.017224381191263335,0.0,0.0,0.0,0.0,0.0,0.0,809.8984615384616,985.5845413048906,0.017224381191263335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159.82029850746267,525.7340949084096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
TX_0080004,0,40.8,0.0648,0.0115,0.2575,0.016,0.0,2.0,4.0,0.0,1.0,37.0,8389.0,3.7328963395307104,0.8,0.0,0.0,0.0,0.0,0.0,39.83,16.78026295979893,0.05780597266348771,1.0243532452038047,0.0,0.0,0.0,0.0,0.0,0.0,39.83,16.78026295979893,1.0243532452038047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.7004347826087,144.58522668368747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080005,0,111.63,0.1165,0.6512,0.7425,0.385,0.0,2.0,4.0,0.0,1.0,37.0,8393.0,4.724108110059605,0.63,0.0,0.0,0.0,1.0,1.0,293.5236363636364,537.6649190421438,-0.33830295884777534,0.38031007512664045,0.0,1.0,1.0,0.0,1.0,1.0,293.5236363636364,537.6649190421438,0.38031007512664045,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,232.21246753246754,646.2147770142475,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1816.64,1816.64
TX_0080006,0,139.97,0.0648,0.0168,0.7425,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8421.0,4.948547101782834,0.97,0.0,0.0,0.0,0.0,0.0,86.12857142857142,36.520321320981765,1.4742864213966056,1.6251283566777495,0.0,0.0,0.0,0.0,0.0,0.0,86.12857142857142,36.520321320981765,1.6251283566777495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,381.2427027027027,731.8059547841629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080007,0,75.94,0.0648,0.0168,0.2575,0.169,0.0,2.0,4.0,0.0,1.0,37.0,8541.0,4.343025897324149,0.94,0.0,0.0,0.0,0.0,0.0,320.4309090909091,690.7577263800376,-0.3539459584950581,0.23699335949055264,0.0,0.0,0.0,0.0,0.0,0.0,448.20714285714286,839.4990839731968,0.16943058475509062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.1818309859155,470.14773225501665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
TX_0080008,0,69.05,0.1165,0.0168,0.7425,0.0765,0.0,2.0,4.0,0.0,1.0,37.0,8561.0,4.249209272783016,0.05,0.0,0.0,0.0,0.0,1.0,80.41,26.016251934240685,-0.4366499702652826,0.8587239325054181,0.0,1.0,1.0,0.0,0.0,1.0,80.41,26.016251934240685,0.8587239325054181,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,100.35666666666667,265.377595902651,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,72.15
TX_0080009,0,3440.26,0.7432,0.0115,0.7425,0.0475,0.0,2.0,4.0,0.0,1.0,37.0,8594.0,8.14359296237341,0.26,0.0,0.0,0.0,0.0,1.0,107.29875,38.21632420756214,87.2130024794603,32.062439491379024,0.0,1.0,1.0,0.0,0.0,1.0,107.29875,38.21632420756214,32.062439491379024,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,80.65228571428571,96.42096212770673,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,95.93
TX_0080010,0,44.72,0.0558,0.3205,0.7425,0.0475,0.0,2.0,4.0,0.0,1.0,37.0,8651.0,3.8225358389266098,0.72,0.0,0.0,0.0,0.0,1.0,58.337777777777774,13.495105925876137,-1.009089351479111,0.7665700346805898,0.0,1.0,1.0,0.0,0.0,1.0,58.337777777777774,13.495105925876137,0.7665700346805898,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,302.9291428571429,516.6022889135257,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,50.91
TX_0080011,0,70.16,0.0648,0.3205,0.7425,0.385,0.0,2.0,4.0,0.0,1.0,37.0,8696.0,4.264930862797635,0.16,0.0,0.0,0.0,0.0,1.0,257.2611111111111,561.9402621561288,-0.3329555121458303,0.2727190167600097,0.0,1.0,1.0,0.0,0.0,0.0,361.1566666666667,664.2345610717815,0.19426471814822602,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,197.89614457831325,391.14172937983005,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,66.42
TX_0080012,0,86.29,0.1165,0.6512,0.7425,0.0105,0.0,2.0,4.0,0.0,1.0,37.0,8708.0,4.469235908747258,0.29,0.0,0.0,0.0,0.0,0.0,63.12083333333334,19.830177952779167,1.1683785711884567,1.367060315470014,0.0,0.0,0.0,0.0,0.0,0.0,57.702222222222225,19.598041726309617,1.4954360806646243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,377.7059420289855,739.7576858269568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
